QUEST_JOBSTEP_20150317_000001	Bokor. Tu as choisi une voie difficile. {nl}Consulte les instructions de ton Journal d'aventure et fabrique ta propre poupée.	보코르라. 어려운 길을 택하셨군요.{nl}모험일지의 제작법을 참고하여 당신만의 인형을 만들어 오세요.				보코르 마스터
QUEST_JOBSTEP_20150317_000002	Tu dois fabriquer une poupée par toi-même. {nl}Consulte ton Journal d'aventure pour voir comment fabriquer la poupée. 	스스로 구하지 않으면 얻을 수 없습니다.{nl}인형의 제조법은 당신의 모험일지를 참고하세요.				보코르 마스터
QUEST_JOBSTEP_20150317_000003	Félicitations, un nouveau Bokor est né. {nl}Quand j'ai choisi la voie du Bokor pour la première fois, j'ai commencé par créer ma propre poupée. 	새로운 보코르의 탄생을 축하합니다.{nl}제가 보코르의 길을 선택했을 땐 나만의 인형을 만드는 것부터 시작했답니다.{nl}				
QUEST_JOBSTEP_20150317_000004	Maître Peltaste	펠타스타 마스터				
QUEST_JOBSTEP_20150317_000005	Si tu veux recevoir mon enseignement, tu dois d'abord prouver ta valeur.{nl}Voici un défi : vaincs des Vubbe au 1er étage de la Mine de cristal.	그대가 정녕 제게 가르침을 받고 싶다면 그 자격이 있는지 증명해야 할 것입니다.{nl}과제를 드리지요. 수정광산 1층을 점령하고 있는 부베들을 처치하십시오.{nl}{nl}				
QUEST_JOBSTEP_20150317_000006	Comment peux-tu porter le titre de Peltaste si tu ne peux même pas venir à bout de cela ? 	그 정도도 해내지 못하고서야 어찌 펠타스타의 이름을 짊어진단 말입니까?				펠타스타 마스터
QUEST_JOBSTEP_20150317_000007	Bien. {nl}J'espère que ta nouvelle progression te mènera à sauver le monde. 	좋습니다.{nl}그대의 성장이 세상을 지키는 일이 되길 바라겠습니다.				펠타스타 마스터
QUEST_JOBSTEP_20150317_000008	Maître Highlander	하이랜더 마스터				
QUEST_JOBSTEP_20150317_000009	Je te suis reconnaissant de vouloir être l'héritier de mon art de l'épée, mais je doute que tu suives correctement mon enseignement.{nl}Je vais te mettre à l'épreuve en te faisant vaincre les Vubbe qui occupent le 1er étage de la Mine de cristal.	그대가 나의 검법을 계승하겠다는 건 참으로 고마운 일이나 제대로 따라올 수 있을지 의문이 드는군.{nl}수정광산 1층을 점거하고 있는 부베들을 처치하는 것으로 그대를 시험해 보겠다.				
QUEST_JOBSTEP_20150317_000010	Dépêche-toi. {nl} Bien que ce soit ton épreuve d'initiation, les Vubbe représentent une menace pour le Village des{nl}mineurs.	서둘러라.{nl}비록 입문 과제이지만 그 부베들이 광산 마을의 위협이 되는 건 사실이니까.				하이랜더 마스터
QUEST_JOBSTEP_20150317_000011	Beau travail, tu as achevé ton initiation pour devenir Highlander. {nl} Continue ainsi avec assiduité et dévouement.	결과가 좋군. 그대의 하이랜더 입문을 허락하겠다.{nl}앞으로도 열심히 정진하도록.				하이랜더 마스터
QUEST_JOBSTEP_20150317_000012	Maître Pyromancien	파이로맨서 마스터				
QUEST_JOBSTEP_20150317_000013	Je vois que tu veux apprendre la magie auprès de moi, mais je ne peux pas enseigner à n'importe qui. {nl}Je verrai à quel point tu peux assister mes recherches, puis je déciderai. 	저에게 마법을 배우겠다는 열의는 알겠습니다만, 아무에게나 가르쳐 드릴 순 없습니다.{nl}제 연구를 얼마나 잘 보조해 주시는지에 따라서 결정하겠어요.				
QUEST_JOBSTEP_20150317_000014	Beau travail. Grâce à toi, je peux passer à l'étape suivante de mes recherches. {nl}Je t'enseignerai la magie du Pyromancien comme promis. 	수고하셨어요. 덕분에 다음 연구단계로 넘어갈 수 있겠네요.{nl}약속대로 파이로맨서의 마법을 가르쳐 드리지요.				
QUEST_JOBSTEP_20150317_000015	Bien, tu es là. J'ai besoin que tu vainques les esprits maléfiques que je vais invoquer. {nl}Je consignerai la longueur d'onde particulière émise durant le processus. 	잘 오셨어요. 당신이 해 주실 일은 제가 소환한 악령을 처치해 주시면 됩니다.{nl}그 과정에서 뿜어져 나오는 특별한 파장을 기록하겠어요.				
QUEST_JOBSTEP_20150317_000016	Je fais des recherches sur le 4e état de la matière. {nl}C'est impossible sans la coopération du Maître Bokor, qui traite avec les esprits. 	전 물질의 제4번째 상태에 대해 연구중입니다.{nl}영혼을 다루는 보코르 마스터님의 협조가 없으면 절대로 불가능한 일이지요.				
QUEST_JOBSTEP_20150317_000017	Oui, splendide. {nl}Dis au Maître Pyromancien que nous avons tous les matériaux nécessaires. 	네. 아주 훌륭하군요.{nl}파이로맨서 마스터께 필요한 자료는 전부 모였다고 전해 드리세요.				보코르 마스터
QUEST_JOBSTEP_20150317_000018	Bien. {nl}Cette étude est menée avec le Maître Bokor. Va donc lui rendre visite et elle te dira quoi faire. 	좋습니다. {nl}그 연구는 보코르 마스터님과 함께 진행중이니 그분께 가면 할 일을 일러주실 겁니다.				
QUEST_JOBSTEP_20150317_000019	Maître Cryomancien	크리오맨서 마스터				
QUEST_JOBSTEP_20150317_000020	Tu veux apprendre la magie du Cryomancien auprès de moi ? {nl}Bien sûr, je t'enseignerai, mais seulement si tu t'occupes d'abord de quelque chose ! 	제게 크리오맨서의 마법을 배우고 싶으시다고요.{nl}물론 가르쳐 드리지요. 한 가지 일만 잘 처리해 주신다면요.				
QUEST_JOBSTEP_20150317_000021	Le Maître Pyromancien ne devrait pas être là. {nl}Ce sera donc une tâche facile.	파이로맨서 마스터는 현재 부재중이십니다.{nl}뭐, 아주 쉬운 일입니다.				크리오맨서 마스터
QUEST_JOBSTEP_20150317_000022	Ne te sens pas coupable. Tu as fait du bon travail. {nl}Je te soutiendrai désormais, alors ne t'inquiète pas. 	죄책감 따윈 신경 쓰지 마세요. 아주 잘해주셨습니다.{nl}이제부턴 제가 당신의 뒤를 봐 드릴 테니 너무 걱정하지 않으셔도 됩니다.				크리오맨서 마스터
QUEST_JOBSTEP_20150317_000023	Il s'agit de s'introduire dans la chambre du Maître Pyromancien et d'ouvrir une boîte. {nl}Quant à ce qui se trouve dans la boîte... Eh bien, tu n'auras qu'à l'éliminer.	파이로맨서의 방에 몰래 잠입해 그곳에 있는 상자를 여는 것입니다.{nl}그 안에 있는 것은.. 죽여버리는 게 좋겠네요.				
QUEST_JOBSTEP_20150317_000024	Cela suffira. {nl}Ma magie n'est pas facile, alors tu devras travailler dur pour suivre. 	이 정도면 충분하군.{nl}내 마법은 어려우니까 열심히 따라와야 할 거야.				
QUEST_JOBSTEP_20150317_000025	Ta volonté d'apprendre auprès de moi est bonne, mais j'ai d'abord une faveur à te demander. {nl}Nous pourrons continuer notre discussion si tu es partant. {nl}	내게 뭘 배우겠다는 마음가짐은 좋다만 대신 한 가지 부탁이 있네.{nl}들어주겠다고 해야만 이야기를 계속할 수 있어.{nl}				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000026	Les équipements de Lydia Schaffen sont comme des matériaux divins pour nous, les archers. {nl}Je donnerais toute ma fortune juste pour les posséder.	리디아 샤펜의 물건이라니, 우리 궁수들에겐 성물 같은 존재라고.{nl}할 수만 있다면 전 재산을 팔아서라도 갖고 싶군.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000027	Je n'aurais jamais imaginé voir cela de mes propres yeux. {nl}Merci. Je t'enseignerai à fond désormais, alors prépare-toi. 	이걸 직접 내 눈으로 보게 될 줄이야.{nl}고맙네. 이제부턴 철저히 지도해 줄 테니 각오 하는 게 좋을 거야.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000028	J'ai entendu dire que la lentille de télescope perdue de la Tour astrale se trouve au 1er étage de la{nl}Mine de cristal. {nl}Rapporte-moi cette lentille avant que les autres maîtres ne l'apprennent et je t'enseignerai mes{nl}techniques. 	별의 탑에서 사라진 망원경의 렌즈가 수정광산 1층에 있다더군.{nl}다른 마스터들이 눈치채기 전에 빨리 그 렌즈를 가져다주면 내 기술을 가르쳐 주겠네.				쿼렐슈터 마스터
QUEST_JOBSTEP_20150317_000029	Alors tu veux apprendre la voie de la flèche auprès de moi... Dans ce cas, j'ai une mission pour toi. {nl}Je fonderai ma décision sur la façon dont tu accompliras la mission. 	나에게 활을 배우고 싶다라.. 그렇다면 당신에게 한 가지 의뢰를 하지. {nl}그 일을 얼마나 잘 해내느냐에 따라서 당신을 가르칠지 결정하겠어.				
QUEST_JOBSTEP_20150317_000030	Evoniphon... Je ne lui pardonnerai jamais.	에보니폰.. 용서할 수 없어.				레인저 마스터
QUEST_JOBSTEP_20150317_000031	Maître Chasseur	헌터 마스터				
QUEST_JOBSTEP_20150317_000032	Tu as rassemblé tous les livres. Beau travail. {nl}Je t'enseignerai la voie du Chasseur comme promis. 	책이 전부 모였군요. 수고하셨어요.{nl}약속한 대로 당신에게 헌터의 기술을 가르쳐 드리겠어요.				
QUEST_JOBSTEP_20150317_000033	Tu as obtenu de bons résultats. Je t'enseignerai désormais. {nl}J'espère que tu seras à la hauteur de mes attentes. 	성과는 확실하군. 이제부터 내가 널 가르치지.{nl}내 기대에 확실히 부응해 주길 기대하겠어.				
QUEST_JOBSTEP_20150317_000034	J'ai entendu dire que les chauves-souris du 1er étage de la Mine de cristal possèdent un venin{nl}particulier. {nl}Je suis sûre que c'est le même venin qu'utilise l'assassin Evoniphon. Rapporte-moi ce venin.	수정광산 1층의 박쥐들은 특별한 독을 품고 있다는 소문을 들었어.{nl}분명히 암살자 에보니폰이 쓰는 독일 거야. 그 독을 채취해 와.				레인저 마스터
QUEST_JOBSTEP_20150317_000035	Maître Barbare	바바리안 마스터				
