QUEST_UNUSED_20150317_000001	Ah ha, vous êtes en route pour voir le Maître Pardonneur. Je vous souhaite bonne chance.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.				
QUEST_UNUSED_20150317_000002	Notez le long chemin Hashipusho.	먼 길 조심하십쇼.				
QUEST_UNUSED_20150317_000003	Alors. Korezo. Le Pardonneur ne vous permet pas d'introduire. Le son tombe que l'argent était Comme cette donation fut achetée {nl} les indulgences mènent à notre salut. {nl} la richesse aussi, qu'il soit noté que c'est une grande bénédiction de la déesse.	그래. 이거야. 파드너로 입문을 허락하지.{nl}면죄부를 산 은화 한 닢이 헌금함에 떨어지는 소리가 우릴 구원으로 이끌지.{nl}재물 또한 여신의 커다란 축복이라는 것을 명심하게.				
QUEST_UNUSED_20150317_000004	Pardonneur soit revu à votre maître Te. {nl} s'il avait le pot de feu cherché pendant très longtemps.	어서 파드너 마스터께 돌아가 보게.{nl}그 불항아리를 아주 오랫동안 찾고 계셨거든.				
QUEST_UNUSED_20150317_000005	Sculpture de Hibou Gardien de la Porte	문지기 부엉이 조각상				
QUEST_UNUSED_20150317_000006	Ou Tesla nous a créés en coupant l'arbre. Aussi, nous hibou, disons toujours vouloir rendre la{nl}pareille. {nl}	테슬라님은 나무를 깎아서 우릴 만드셨어요.{nl}그래서 우리 부엉이들은 항상 은혜를 갚고 싶어 한답니다.{nl}				문지기 부엉이 조각상
QUEST_UNUSED_20150317_000007	Alors moi ce qui est. Vous pouvez demander. Voudriez-vous que Tesla électrolyse la sculpture{nl}de marbre récoltée de la cathédrale ?	그래서 말인데요. 부탁드릴 것이 있어요.{nl}대성당에서 대리석 조각을 모아서 테슬라님께 전해 주실 수 있을까요?				문지기 부엉이 조각상
QUEST_UNUSED_20150317_000008	Si du marbre de la cathédrale, mais cela plaît-il à Tesla ?	대성당의 대리석이라면 테슬라님께서 좋아하시겠지요?				문지기 부엉이 조각상
QUEST_UNUSED_20150317_000009	Si c'était un don de l'effigie de hibou le bébé, mais la preuve de ma vie. {nl}	부엉이 조각상들의 선물인가?{nl}그 귀여운 녀석들은 내 삶에 대한 증거이지. {nl}				조각가 테슬라
QUEST_UNUSED_20150317_000010	Quoi qu'il en soit .. Ce qui semblait un visiteur heureux vient quelque chose aujourd'hui, je vais{nl}Hé dessiner.	어쨌든.. 오늘 어쩐지 반가운 손님이 오실 것 같더라니, 고맙네그려.				조각가 테슬라
QUEST_UNUSED_20150317_000011	Quand je vous ai vu la première fois dans votre Klaipeda, on pensait savoir si le bras délicat{nl}l'épée Ya peut trembler. Mais, maintenant je suis devenu un héros parmi les héros que bien des{nl}gens louent. {nl}	자네를 클라페다에서 처음 봤을 땐 그 가녀린 팔로 검이나 휘두를 수 있을까 싶었었지.{nl}허나 지금은 많은 이들이 칭송하는 용사 중의 용사가 되었구나.{nl}				소드맨 마스터
QUEST_UNUSED_20150317_000012	Cependant, je veux m'assurer directement de votre courage. la banshee couvre l'aura maléfique{nl}de la forêt sombre. Vous n'êtes pas un défi convenable pour les plus durs.	하지만 난 자네의 용기를 직접 확인하고 싶어.{nl}이 어두운 숲을 사악한 기운으로 뒤덮는 밴시.. 자네에겐 적당한 도전이 아닌가 싶군.				소드맨 마스터
QUEST_UNUSED_20150317_000013	Isolement. Simplement chasser. Dans , Itogetone attendant sur la Klaipeda.	별거 아닐세. 그저 사냥일 뿐이지.{nl}그럼, 클라페다에서 기다리고 있겠네.				소드맨 마스터
QUEST_UNUSED_20150317_000014	J'ai été. J'attendais. on vous donnerait une récompense digne de votre contenant si ce degré.	왔군. 기다리고 있었네.{nl}이 정도면 자네의 용기에 걸맞은 보상일 거야.				소드맨 마스터
