QUEST_LV_0200_20150317_000001	Soldat de Philipas	필리파스 직속 부대원				
QUEST_LV_0200_20150317_000002	Les attaques des monstres deviennent plus violentes. Je suis déterminé à réussir, mais je crains{nl}aussi pour notre sécurité.	몬스터의 공격이 점점 더 거세집니다.{nl}각오는 되어 있지만, 그래도 두렵습니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000003	Peu importe : je peux donner ma vie aujourd'hui ou être mort demain.	내일 죽을 몸이라면 오늘 목숨을 바쳐도 상관없습니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000004	Commandant Vacenin	지휘관 바세닌				
QUEST_LV_0200_20150317_000005	Nous devons résoudre d'une façon ou d'une autre notre manque de provisions et de forces. Une{nl}fois cela accompli, nous pourrons percer la forêt, morceau par morceau.	열악한 보급과 병력을 어떻게든 해결 해야해.{nl}역시 카틴 숲을 한 지점씩 모아서 돌파하는 게 좋을까.				지휘관 바세닌
QUEST_LV_0200_20150317_000006	Même si tout le monde se fatigue, nous ne pouvons pas renoncer avant que Forêt de Kateen soit{nl}de nouveau à nous.	다들 힘들어하고 있지만 카틴 숲을 온전히 되찾을 때 까진 포기할 수 없네.				지휘관 바세닌
QUEST_LV_0200_20150317_000007	Officier Supérieur Philipas	선임장교 필리파스				
QUEST_LV_0200_20150317_000008	Je souhaite un monde paisible. Pour que cela advienne, je dois travailler plus dur.	나는 평화로운 세상을 원하네.{nl}그러기 위해선 내가 더욱 분발해야겠지.				선임장교 필리파스
QUEST_LV_0200_20150317_000009	Je ferai n'importe quoi pour reprendre cette forêt aux monstres. Cela vaut la peine d'y risquer{nl}ma vie.	몬스터에게 빼앗긴 숲을 되찾기 위해선 뭐든 할 겁니다.{nl}목숨을 걸 가치는 충분합니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000010	Notre ligne de front est composée exclusivement des troupes de Philipas. Ils suivront les ordres{nl}de Philipas envers et contre tout.	저희 전방 부대는 필리파스님의 전속 부대로 이루어져 있습니다.{nl}필리파스님의 명령이라면 불구덩이 속이라도 따라갈 겁니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000011	Vivez avec l'idée que chaque instant peut être le dernier. Nous devons apprendre du passé et{nl}l'utiliser à notre avantage.	언제나 지금이 마지막일지도 모른다는 생각으로 살아가고 있습니다.{nl}품 안에 항상 지니고 있는 유서가 바로 저희들의 각오입니다.				필리파스 직속 부대원
QUEST_LV_0200_20150317_000012	Officier Felix	장교 필릭스				
QUEST_LV_0200_20150317_000013	L'entrée de la Forêt de Kateen est plutôt du côté sûr, mais évitez d'aller plus loin que cela, je vous prie.	카틴 숲 입구는 그나마 안전한 편이지만 이 이상 깊숙히 들어가는 건 왠간하면 포기하시오.				
QUEST_LV_0200_20150317_000014	Sculpture de Chouette Faible	약한 부엉이 조각상				
QUEST_LV_0200_20150317_000015	Mon pouvoir s'affaiblit lentement. Alors même que tant d'âmes ont besoin d'être guidées...	제 힘은 점점 약해지고 있어요.{nl}아직도 인도해야 할 영혼이 많은데..				약한 부엉이 조각상
QUEST_LV_0200_20150317_000016	Sculpture de Chouette Effrayée	두려운 부엉이 조각상				
QUEST_LV_0200_20150317_000017	Le pouvoir sacré de la forêt s'affaiblit. Que deviendrons-nous une fois qu'il aura disparu ?!	숲의 신성한 힘이 약해지고 있어요.{nl}이젠 정말 어찌 되려나..				두려운 부엉이 조각상
QUEST_LV_0200_20150317_000018	C'est bien trop effrayant. Cela n'arrivait jamais quand la déesse était encore là...	너무 무서워요.{nl}여신께서 계실 땐 이런 일은 없었는데..				두려운 부엉이 조각상
QUEST_LV_0200_20150317_000019	Sculpture de Chouette Sincère	성실한 대장 부엉이				
QUEST_LV_0200_20150317_000020	Cette forêt est maudite... elle dévore les chouettes. Je n'ai presque rien pour inspirer du courage{nl}aux autres.	이 숲은 부엉이를 잡아 먹는 무시무시한 숲입니다.{nl}용기만큼 절실한 게 없지요.				성실한 대장 부엉이
QUEST_LV_0200_20150317_000021	Depuis que cet immense arbre a soudain surgi, cette forêt s'est changée en quelque chose{nl}d'horrible. Même les racines des arbres effraient quiconque les regarde.	거대한 나무가 솟아오르고 나서부터 이 숲은 끔찍하게 변했습니다.{nl}특히 나무뿌리 수정은 바라보고만 있어도 겁이 납니다.				성실한 대장 부엉이
QUEST_LV_0200_20150317_000022	Sculpture de Chouette Dévouée	의지의 부엉이 조각상				
QUEST_LV_0200_20150317_000023	Quelqu'un était retenu prisonnier. J'ai le sentiment qu'il va disparaître...	누군가 또 잡아먹혔나봐요.{nl}제 동료의 기운 하나가 느껴지질 않네요.				의지의 부엉이 조각상
QUEST_LV_0200_20150317_000024	La force sacrée créée par la déesse n'a pas complètement disparu. Pourra-t-elle contenir cette{nl}dévastation ? {nl}	여신께서 주신 신성력이 거의 남아있지 않아요.{nl}부서진 다음엔 어떻게 되는 걸까요?{nl}				의지의 부엉이 조각상
QUEST_LV_0200_20150317_000025	Le chef m'a donné sa force. Je n'aurai pas peur.	대장님께서 나누어 주신 힘이에요.{nl}이젠 두려워하지 않을 겁니다.				의지의 부엉이 조각상
QUEST_LV_0200_20150317_000026	Je n'aurai plus peur désormais. Je ne me ferai jamais dévorer par les monstres.	더 이상 두렵지 않아요.{nl}절대 잡아먹히지 않을 겁니다.				의지의 부엉이 조각상
QUEST_LV_0200_20150317_000027	Sculpture de Chouette Troublée	괴로운 부엉이 조각상				
QUEST_LV_0200_20150317_000028	Je souffre chaque jour. Peut-être serai-je moi aussi dévoré par les monstres.	하루하루가 정말 고통스러워요.{nl}아마 저도 곧 잡아먹히겠지요.				괴로운 부엉이 조각상
QUEST_LV_0200_20150317_000029	Cette forêt est de plus en plus envahie par les démons. Où est la déesse ?	숲이 점점 사악한 기운으로 물들어가요.{nl}여신께선 어디로 가신 걸까요?				괴로운 부엉이 조각상
QUEST_LV_0200_20150317_000030	J'ai été choisi par le chef... Je ferai de mon mieux pour vaincre les monstres.	대장님의 마음 잘 받았습니다.{nl}몬스터에게 지지 않도록 힘낼 겁니다.				괴로운 부엉이 조각상
QUEST_LV_0200_20150317_000031	Le chef se débat lui aussi ainsi... Jamais je ne me ferai dévorer avant le retour de la déesse.	대장님께서 이렇게 애써주시는데..{nl}여신께서 돌아오실 때까지 절대로 잡아먹히지 않을 거예요.				괴로운 부엉이 조각상
QUEST_LV_0200_20150317_000032	Chouette Subordonnée 3	부하 부엉이3				
QUEST_LV_0200_20150317_000033	Nous avons toujours été ici, en ce lieu, mais où est la déesse qui a toujours veillé sur nous ?	우리는 항상 이곳에 있지만, 우리를 걱정하시는 여신께서는 어디 계시지?				부하 부엉이3
QUEST_LV_0200_20150317_000034	N'existons-nous que pour guider les âmes humaines ?	우리는 인간의 영혼을 위해서만 존재하는 걸까?				부하 부엉이3
QUEST_LV_0200_20150317_000035	Soldat Dominic	병사 도미니크				
QUEST_LV_0200_20150317_000036	On m'a ordonné de protéger ce lieu au péril de ma vie et de faire de la reconnaissance en même{nl}temps. Je ne sais pas exactement ce qu'ils attendent de moi.	자리를 사수하라는 명령과 정찰 명령이 동시에 내려왔습니다.{nl}도대체 어떻게 하라는 건지 모르겠네요.				병사 도미니크
QUEST_LV_0200_20150317_000037	La prochaine fois, je veillerai à ce qu'ils me disent exactement ce qu'ils veulent que je fasse. Non.{nl}Ne vaudrait-il pas mieux demander à Julian ?	다음엔 어느 쪽이던 좋으니까 소속을 확실히 정해 달라고 꼭 말해야겠어요.{nl}아니다. 줄리안님 쪽이 더 나으려나?				병사 도미니크
QUEST_LV_0200_20150317_000038	Si ce ne sont que des monstres de ce niveau, je suppose que je peux rapporter qu'il n'y a aucun{nl}problème grave. Oh, si vous croisez Samson, dites-lui d'arrêter de traîner et de poursuivre la{nl}reconnaissance.	그 정도 몬스터라면 별 문제는 없다고 보고 해도 되겠네요.{nl}참, 혹시 샘슨을 본다면 그만 놀고 정찰이나 하라고 전해주십시오.				병사 도미니크
QUEST_LV_0200_20150317_000039	Je protégerai cette zone, alors allez patrouiller au Carrefour de Veltui. Quant aux rapports, je les{nl}ferai à part plus tard.	전 여길 지킬 테니까 벨투이 교차로까지 순찰을 나가 주십시오.{nl}보고는 나중에 내가 따로따로 하지요.				병사 도미니크
QUEST_LV_0200_20150317_000040	Soldat Samson	병사 샘슨				
QUEST_LV_0200_20150317_000041	Pouvez-vous m'aider à retrouver la bague de fiançailles de Dominic ? Je suis actuellement en{nl}mission, alors je ne pourrai pas quitter cet endroit.	도미니크의 약혼반지를 찾아주세요.{nl}전 임무수행중이라 자리를 비울 수가 없습니다.				병사 샘슨
QUEST_LV_0200_20150317_000042	Je vous le dis, il se comporte ainsi alors que je lui en ai acheté un à peu près semblable. Quel{nl}radin...	대충 비슷한 걸로 사다 줬는데도 저런다니까요?{nl}쪼잔하긴.				병사 샘슨
QUEST_LV_0200_20150317_000043	Qu'est-ce que cette horreur ? Oh, la bague serait-elle à l'intérieur ?	이 더러운건 뭐지요?{nl}어라, 안에 반지가 든 건가?				병사 샘슨
QUEST_LV_0200_20150317_000044	Un couteau n'entrera pas et il n'y a pas d'autre moyen de le sortir. Mais oui ! Ne pouvons-nous{nl}pas le brûler pour récupérer ce qu'il y a dedans ?	칼이 들어가지도 않고 꺼낼 방법이 없네요.{nl}그렇지. 불로 태워버리면 꺼낼 수 있지 않을까요?				병사 샘슨
QUEST_LV_0200_20150317_000045	Veillez seulement à m'en rapporter qui ne soient pas trop épaisses.	이왕이면 굵지 않은 걸로 가져다 주십시오.				병사 샘슨
QUEST_LV_0200_20150317_000046	Cela devrait convenir parfaitement. Bien. Maintenant, comment brûler ceci pendant que je{nl}travaille sans me faire prendre ?	이 정도면 적당하군요.{nl}좋아. 이걸 어떻게 근무 중에 들키지 않고 태울까나.				병사 샘슨
QUEST_LV_0200_20150317_000047	Il devrait y avoir beaucoup de bois sec de la forêt d'épines au bord de Falaise d'Ishisineti. Je suis{nl}en patrouille et n'ai pas le temps, alors je vous le redemande.	이쉬시네티 벼랑에 마른 가시 나무가 잔뜩 있을 겁니다.{nl}전 경계 임무 때문에 자리를 비울 수 없으니 이번에도 부탁합니다.				병사 샘슨
QUEST_LV_0200_20150317_000048	Ah, vous devriez pouvoir le brûler discrètement au sommet de Falaise d'Ishisineti. C'est ma{nl}dernière requête. Vous n'avez qu'à faire les préparatifs pour le feu.	아, 이쉬시네티 벼랑 위쪽이면 몰래 태울 수 있을 겁니다.{nl}제 마지막 부탁입니다. 불 피울 준비만 해 주시면 됩니다.				병사 도미니크
QUEST_LV_0200_20150317_000049	Je ne m'occuperai plus jamais du mariage d'autrui.	다신 절대로 남의 결혼식엔 상관 안할 겁니다.				병사 도미니크
QUEST_LV_0200_20150317_000050	Je dirai simplement que je dois aller aux toilettes et je le brûlerai discrètement là-bas. Merci{nl}beaucoup.	화장실 간다고 하고 몰래 태우지요.{nl}정말 고맙습니다.				병사 도미니크
QUEST_LV_0200_20150317_000051	Soldat Poulter	병사 폴터				
QUEST_LV_0200_20150317_000052	Mon Dieu, l'ordre stipule d'éliminer tous les monstres de cette zone ! Comment suis-je censé{nl}venir à bout de tant d'ennemis tout seul ?	세상에, 명령서엔 이 근처 몬스터를 다 제거하라는군요.{nl}어떻게 저 혼자 이 많은 수를 감당하죠?				병사 폴터
QUEST_LV_0200_20150317_000053	C'était bien trop écrasant d'accomplir la tâche tout seul. Cependant, j'ai vraiment de la chance{nl}que vous ayez décidé de m'aider.	저 혼자서 하긴 너무 버거웠어요.{nl}하지만 당신이 도와주신다니 정말 다행이네요.				병사 폴터
QUEST_LV_0200_20150317_000054	J'en pleurerais presque toutes les larmes de mon corps ! Merci beaucoup de votre aide.	정말 눈물 날 뻔했어요.{nl}도움을 주셔서 정말 감사합니다.				병사 폴터
QUEST_LV_0200_20150317_000055	Commandant Julian	지휘관 줄리안				
QUEST_LV_0200_20150317_000056	Merci de votre aide ! Si cela ne vous dérange pas, j'aimerais faire encore appel à vos forces.{nl}	정말 고맙군.{nl}괜찮다면, 자네의 힘을 좀 더 빌리고 싶네.{nl}				지휘관 줄리안
QUEST_LV_0200_20150317_000057	Ne soutiendrez-vous pas l'unité du commandant O'Rourke au Carrefour de Veltui ?	벨투이 교차로에서 지휘관 오루크 부대를 지원해주지 않겠나?				지휘관 줄리안
QUEST_LV_0200_20150317_000058	Commandant O'Rourke	지휘관 오루크				
QUEST_LV_0200_20150317_000059	Fort impressionnant. Il semble que je vais devoir offrir un verre à Julian.	엄청난 실력이군.{nl}이거 줄리안에게 한잔 사야겠어.				지휘관 오루크
QUEST_LV_0200_20150317_000060	Cela m'est venu en observant Ironbaum. Quel compagnon exceptionnel il pourrait faire.	아이언바움을 지켜보면서 든 생각인데. {nl}그 친구 참 대단한 친구야.				지휘관 줄리안
QUEST_LV_0200_20150317_000061	L'unité d'O'Rourke est épuisée par de grandes et petites batailles contre Ironbaum. Ce serait très{nl}rassurant si vous pouviez devenir notre force.	오루크 부대는 아이언바움과의 크고 작은 전투로 지쳐 있네.{nl}자네가 힘이 되어 준다면 아주 든든할 걸세.				지휘관 줄리안
QUEST_LV_0200_20150317_000062	Sculpture de Chouette de Remplacement	떠나가는 부엉이 조각상				
